product_id,product_type,protein_pct,carbs_g,fat_g,moisture_pct,bcaa_g,leucine_g,solubility_index,denaturation_pct,odor_score,flavor_score,lead_ppm,cadmium_ppm,quality_label
WPB8773,isolate,84.88,4.05,2.9,2.6,15.45,6.37,86.56603653,2.141083439,8.076673452,7.283169499,0.0089,0.0008,High
WPB8774,isolate,86.47,4.53,2.75,3.31,20.96,8.52,66.95271739,16.5265514,6.551134965,5.405707081,0.0025,0.0003,Medium
WPB8775,isolate,86.3,5.82,1.62,4.55,20.79,8.1,84.22765486,2.793628763,9.766875289,9.990005288,0.001,0.0043,High
WPB8776,isolate,63.48,0.9,3.81,3.74,14.95,5.95,24.1600551,34.42908229,2.338068541,4.203534041,0.0226,0.0011,Low
WPB8777,concentrate,89.29,4.76,5.25,4.61,19.05,6.54,100,3.155126043,8.366540264,10,0.0025,0.0007,High
WPB8778,isolate,88.58,8.45,2.53,4.22,17.11,6.1,87.18524448,7.830138835,7.160721417,8.618367938,0.029,0.0036,High
WPB8779,concentrate,52.01,8.48,1.43,3.71,10.23,3.69,35.1039291,31.99761815,2.801788023,2.002513272,0,0.0014,Low
WPB8780,blend,75.08,2.31,2.77,3.36,15.24,6.39,66.47734354,15.10572891,4.85806863,6.563872145,0.0084,0.0053,Medium
WPB8781,concentrate,50.02,8.56,,6.1,10.29,4.26,36.01400107,21.59322655,1.858184563,2.72003099,0.0106,0.0044,Low
WPB8782,isolate,79.73,3.84,0.23,4.22,18.2,6.53,82.40174817,15.81034273,5.954874472,5.588724246,0.0003,0.0035,Medium
WPB8783,concentrate,91.35,0,4.35,3.11,18.76,6.59,89.15416611,3.092899598,8.461773735,8.55563137,0.0248,0.0039,High
WPB8784,isolate,50.45,3.12,0.23,3.83,10.57,3.97,60.4590362,48.40055229,1.571953733,3.911053058,0.0204,0.0008,Low
WPB8785,isolate,43.52,7.51,4.51,4.45,8.81,3.62,45.90602116,38.6378874,6.1870895,1.638341133,0.0385,0.0017,Low
WPB8786,concentrate,73.36,3.12,3.07,4.17,17.15,6.24,63.95118546,17.38561446,6.709766117,6.613974909,0.0056,0.0035,Medium
WPB8787,concentrate,68.92,5.69,0.87,3.76,16.6,6.75,53.35701343,29.68968171,2.47382527,2.215933593,0.0009,0.0004,Low
WPB8788,blend,76.16,3.67,,4.46,18.17,6.41,66.64432679,11.66721086,4.675957023,6.190039545,0.0003,0.006,Medium
WPB8789,blend,63.07,4.16,2.35,4.48,14.2,5,35.81288201,32.44105984,2.820343282,3.611638181,0.0058,0.0025,Low
WPB8790,blend,48.51,7.58,2.99,4.75,11.88,4.56,44.8503598,36.6691722,2.175083554,3.37442228,0.0176,0.0045,Low
WPB8791,blend,51.6,11.45,9.64,4.66,9.31,3.25,46.44871705,14.77420332,3.814125609,3.084565385,0.0074,0.0008,Low
WPB8792,blend,52.82,3.68,3.9,4.21,10.12,4.25,56.50624724,21.6828526,3.180514716,5.071958955,0.0165,0.0143,Low
WPB8793,concentrate,69.14,2.57,3.16,3.07,14.01,5.12,75.38957212,13.26270046,6.849789263,5.037713626,0.0048,0.0001,Medium
WPB8794,blend,56.17,6.33,4.46,4.08,12.89,4.39,47.67865827,17.280899,3.540931261,3.671814142,0.0069,0.001,Low
WPB8795,concentrate,70.91,5.36,3.82,5.4,17.76,6.58,52.43278945,13.40670671,7.355088396,6.87543851,0.0136,0,Medium
WPB8796,blend,79.74,7.25,6.91,3.97,19.89,7.33,70.24148632,23.28028517,6.060525546,7.123866385,0.0053,0.0008,Medium
WPB8797,isolate,55.62,10.07,2.95,2.52,12.49,4.77,39.37021009,44.18968818,2.71846411,3.652639231,0.0214,0.0007,Low
WPB8798,blend,92.44,8.56,5.31,3.55,23.04,8.83,88.15728465,1.363683152,10,7.701619897,0.0179,0.0085,High
WPB8799,isolate,66.61,3.85,3.28,3.76,14.86,5.33,67.80515854,15.31088377,4.733361245,7.362269109,0.0017,0.0028,Medium
WPB8800,concentrate,86.41,6.4,3.74,4.37,17,7.07,99.63000799,7.581959497,8.353671388,8.879249592,0.0099,0.0002,High
WPB8801,blend,52.15,5.21,3.45,4.63,11.21,4.3,40.54921819,36.03532149,6.514101602,2.85852307,0.0066,0.0007,Low
WPB8802,concentrate,58.24,5.31,,3.5,14.07,5.21,40.92274357,28.69999606,6.066975367,3.430758712,0.0066,0.0014,Low
WPB8803,blend,86.73,7,5.07,3.39,19.09,7.6,92.77941775,7.538258615,9.960566936,8.817289523,0.0017,0.0001,High
WPB8804,concentrate,67.06,3.15,1.41,2.84,16.43,5.61,57.19420143,27.14109471,2.732180681,4.358558732,0.0054,0.0028,Low
WPB8805,blend,87.45,13.23,4.95,5.83,22.04,8.73,90.49328392,3.796565433,8.411827019,8.936985573,0.0071,0.011,High
WPB8806,blend,48.66,5.47,1.49,4.53,9.31,3.63,52.89185785,37.07159949,4.359256354,3.986690257,0.01,0.0015,Low
WPB8807,isolate,53.87,5.37,1.93,4.42,8.31,3.03,55.69175725,16.91507364,2.206899094,2.835138738,0.0152,0.0001,Low
WPB8808,concentrate,73.37,5.72,1.35,3.45,15.42,6,67.07633535,16.13857825,6.884010111,5.742629147,0.0062,0.0011,Medium
WPB8809,concentrate,90.78,8.87,0,4.94,19.81,7.3,92.18671103,3.793416156,10,7.804701036,0.0066,0.0005,High
WPB8810,concentrate,52.12,2.44,4.15,3.88,12.61,4.4,34.63281629,33.23982893,1.384308011,2.878975878,0.0011,0.001,Low
WPB8811,concentrate,83.44,5.19,2.54,2.81,20.89,8.15,87.26057432,6.241550181,9.360497922,7.300465706,0.0136,0.0011,High
WPB8812,concentrate,56.24,0.68,2.2,4.69,10.73,3.79,50.0651369,30.67723593,4.574999267,3.962528462,0.0034,0.0008,Low
WPB8813,isolate,71.75,3.41,3.76,5.16,13.29,5.23,66.37583019,6.370124129,6.340991674,6.95027237,0.0004,0.004,Medium
WPB8814,blend,84.54,6.72,3.06,3.44,18.14,6.84,87.89912901,5.693142713,9.183849611,7.961534109,0.0117,0.0041,High
WPB8815,isolate,55.16,3.32,2.51,3.17,14.06,5.34,42.34747773,35.80257753,1,2.310449141,0.0382,0.0006,Low
WPB8816,concentrate,54.08,5.22,0.68,3.62,12.78,4.48,39.40010854,30.3972055,2.546817271,1.829236689,0.0024,0.0001,Low
WPB8817,concentrate,73.9,3.65,4.34,3.11,16.18,6.12,60.97841938,6.787375367,7.775382592,6.130076045,0.0162,0.0016,Medium
WPB8818,blend,76.3,8.03,5.79,2.6,16.21,6.37,64.65712704,18.42526454,4.901592287,7.0619544,0.0289,0.0045,Medium
WPB8819,isolate,50.95,1.48,1.29,3.43,10.63,4.44,39.8528526,28.91140114,4.235149191,4.346676284,0.0032,0.002,Low
WPB8820,blend,75.58,2.51,,3.86,19.43,6.66,73.92233689,17.9815808,5.555472361,6.618151129,0.0132,0.0039,Medium
WPB8821,blend,50.87,2.55,2.61,3.92,13.24,5.24,41.84534832,27.86899319,4.390706767,4.22357043,0,0.0034,Low
WPB8822,isolate,60.76,6.65,3.13,5.11,11.48,4.1,46.6046926,18.81176412,4.14256477,2.969313744,0.0002,0.0011,Low
WPB8823,blend,74.88,3.81,4.2,3.02,16.81,6.01,73.67622061,21.92562947,7.729753409,6.183537122,0.0035,0.0075,Medium
WPB8824,isolate,93.25,5.43,5.48,3.49,18.08,7.21,87.05207045,8.917852313,6.980683321,9.783196469,0.0019,0.0044,High
WPB8825,isolate,86.52,8.96,1.32,4.65,20.25,7.43,86.01575967,2.169426861,8.470766427,9.441426798,0.0139,0.0023,High
WPB8826,concentrate,89.07,4.06,5.97,4.52,18.68,7.03,81.99527714,0,6.865262027,8.704427697,0.0042,0.0002,High
WPB8827,blend,80.65,9.58,4.76,4.73,18.96,7.85,65.13948766,27.16432739,6.45477858,5.04742098,0.0023,0.0003,Medium
WPB8828,concentrate,77.68,0,2.32,3.8,18.34,6.25,68.6615643,11.79459323,6.31522359,5.092297269,0.0014,0.0006,Medium
WPB8829,blend,88.42,1.28,3.67,2.87,18.65,6.73,89.89386187,3.251013839,7.483880205,8.797635902,0.0049,0.0072,High
WPB8830,blend,89.01,4.17,2.88,3.82,21.7,7.76,88.77725565,5.921107674,7.514819802,7.502663827,0.0088,0.0044,High
WPB8831,concentrate,89.52,0.68,1.58,4.07,22.6,7.89,86.63693855,8.033365854,9.440951247,7.304177931,0.0063,0.0045,High
WPB8832,concentrate,57.09,7.29,3.99,2.98,12.93,5.26,31.39686001,26.52517679,3.303561656,3.852445029,0.0111,0.0003,Low
WPB8833,concentrate,87.96,6.48,1.75,4.54,19.49,7.05,91.51909557,2.681386047,9.177416647,8.182334049,0.0104,0.0011,High
WPB8834,isolate,90.21,6.63,2.13,3.47,18.13,7.57,89.03479294,3.682802574,8.674475714,10,0.0012,0.0105,High
WPB8835,blend,74.58,0.94,3.67,4.31,14.75,5.62,65.6949949,19.6150707,6.497927019,8.550914654,0.0019,0.0121,Medium
WPB8836,isolate,48.11,4.42,5.25,4.63,10.9,4.31,35.83450741,23.84343459,4.892570039,1.341110602,0.0033,0.0024,Low
WPB8837,blend,69.41,4.9,0.98,4.74,15.02,5.23,54.49147141,35.65383578,2.435610348,6.977234605,0.0034,0.0085,Low
WPB8838,blend,90.63,3.11,1.84,3.3,20.77,8.24,87.13721939,1.005635726,8.784600369,7.89453529,0.004,0.0037,High
WPB8839,isolate,48.62,3.85,0.74,4.14,9,3.23,61.2771681,37.54807425,2.848185268,3.345015484,0.0328,0.0079,Low
WPB8840,isolate,53.29,3.41,1.74,3.52,13.38,5.37,53.1826862,21.04939765,1.35383014,3.91656647,0.0102,0.0024,Low
WPB8841,blend,51.01,3.85,2.61,4.16,11.62,4.83,42.41212303,13.00148701,1.33915586,2.939619082,0.0185,0.0004,Low
WPB8842,concentrate,72.51,9.47,1.81,4.71,19.49,7.22,79.0046028,24.32606676,5.980104796,5.693989676,0.0076,0.0056,Medium
WPB8843,concentrate,79.34,0.98,1.74,4.22,17.06,6.54,68.88993714,12.72033518,5.925395009,6.282234435,0.0247,0.0055,Medium
WPB8844,concentrate,87.01,0.84,1.14,4.65,18.76,6.88,93.31755845,5.667666414,8.757651448,7.654154762,0.0021,0.0002,High
WPB8845,concentrate,68.41,12.1,5.02,3.76,14.44,4.95,51.97871012,24.6124295,4.438283385,4.040058029,0.0046,0.0018,Low
WPB8846,blend,66.17,10.97,3.23,5.45,12.43,4.3,68.28217447,10.69963157,7.928723765,6.688170893,0.0019,0.0052,Medium
WPB8847,concentrate,87.91,8.57,6.39,3.5,19.87,7.47,83.80102932,5.435647447,7.368186146,9.203890382,0.0091,0.0025,High
WPB8848,concentrate,45.68,1.76,1.9,4.14,9.78,4.11,52.28603354,18.54919739,2.445148544,5.158300699,0.0006,0.001,Low
WPB8849,concentrate,57.29,2.08,4.54,5.39,11.56,4.75,55.21611782,31.8190807,3.000490375,2.954331995,0.0059,0.0018,Low
WPB8850,blend,58.13,2.61,5.67,4.11,12.64,4.57,50.12464718,40.41895111,5.914733707,2.706287405,0.0036,0.0053,Low
WPB8851,isolate,61.29,5.19,1.12,4.45,14.4,5.99,33.75335027,28.1289766,5.37445757,3.987709507,0.0198,0.0003,Low
WPB8852,concentrate,68.86,6.36,7.52,3.77,16.32,5.89,69.32314942,19.42550968,5.478922099,5.078677295,0.0032,0.0031,Medium
WPB8853,blend,58.02,1.11,1.03,3.62,12.08,4.99,33.76924829,21.37229663,3.583305934,3.65474341,0.0163,0.0074,Low
WPB8854,blend,70.63,3.94,4.62,5.22,14.97,5.3,75.14791053,14.23789088,6.650369733,5.604140404,0.001,0.0026,Medium
WPB8855,concentrate,55.67,3.95,0.51,5.34,11.48,4.76,47.13479502,19.3600377,4.369423827,2.963065119,0.0111,0.0023,Low
WPB8856,isolate,72.79,4.04,3.29,3.53,15.84,5.67,67.36081971,17.63844514,6.408676337,6.564486599,0.0023,0.0135,Medium
WPB8857,isolate,84.21,5.08,3.8,5.65,15.25,5.33,80.76626238,1.857488061,8.381419465,7.674588263,0.025,0.0011,High
WPB8858,isolate,90.17,5.48,3.15,5.5,21.41,8.26,96.2962569,1.775060183,6.574118104,9.821867466,0.0064,0.0046,High
WPB8859,blend,73.71,11.48,7.1,4.91,17.46,6.3,64.53839983,10.88266862,6.549643771,5.70480965,0.0025,0.0001,Medium
WPB8860,concentrate,90.57,2.59,1.84,3.35,20.43,7.15,84.28973081,3.608405389,8.669685561,8.472048465,0.0016,0.0015,High
WPB8861,concentrate,61.5,5.9,3.08,3.13,12.7,4.74,38.28852106,30.54007687,3.762274329,1,0.0048,0.0003,Low
WPB8862,blend,81.56,3.04,3.24,4.42,20.7,8.6,70.53955749,26.29795266,7.340931675,5.814599544,0.0059,0.001,Medium
WPB8863,concentrate,51.45,11.36,1.36,1.82,12.74,5.27,39.21574121,23.32741956,5.875052725,4.143179977,0.0263,0.0037,Low
WPB8864,concentrate,48.5,4.21,4.32,3.08,10.77,3.68,47.7635488,27.65684067,1.52300951,1.326337398,0.0102,0.0009,Low
WPB8865,isolate,91.6,2.39,9.3,4.04,22.07,8.63,89.89334451,2.710171885,7.669203075,7.904657284,0.041,0,High
WPB8866,concentrate,88.31,2.41,2.45,4.72,21.64,8.32,83.51736295,2.821270596,8.201713848,8.116186485,0.0018,0.0029,High
WPB8867,concentrate,64.44,4.3,4.1,4.39,15.94,6.34,44.00219901,37.02201941,3.23896986,3.281066558,0.0094,0.0004,Low
WPB8868,blend,69.09,7.89,,2.84,14.69,5.43,67.24540497,5.870297468,7.427362148,7.762745496,0.007,0.0029,Medium
WPB8869,blend,59.82,3.46,0.15,2.94,14.48,5.46,34.5023305,22.14518546,1.663158153,2.132446435,0.018,0.0001,Low
WPB8870,isolate,75.22,6.07,1.62,3.72,15.54,5.52,64.35051194,14.06330064,6.798238738,4.947871183,0.0012,0.0067,Medium
WPB8871,blend,87.88,6.51,0.75,3.22,21.26,8.42,86.66198621,4.358998178,9.169637425,10,0.0076,0.0002,High
WPB8872,isolate,52.75,6.35,3.03,3.74,13.26,5.39,47.87748759,17.12619588,3.653672298,3.604793758,0.0016,0.0067,Low
WPB8873,isolate,84.67,1.19,3.19,5.42,18.1,6.35,89.59494663,4.618900158,8.167024451,7.723939073,0.0015,0.0097,High
WPB8874,concentrate,89.99,6.28,3.57,4.17,21.51,7.73,85.92156275,4.044063386,8.217492961,8.33387068,0.0314,0.0019,High
WPB8875,isolate,52.26,4.75,3.98,5.65,12.15,4.65,45.68208157,44.71737737,5.225056088,3.003410277,0.0021,0.0015,Low
WPB8876,concentrate,88.63,9.12,2.37,5.34,18.83,7.02,86.0775804,6.781889384,8.491092206,6.587467957,0.0027,0.0025,High
WPB8877,isolate,68.53,5.65,4.77,2.83,13.8,5,40.80986468,34.61798317,1.850964186,2.889515805,0.0129,0.0001,Low
WPB8878,blend,72.32,5.17,0.37,3.97,14.92,5.64,75.86290395,12.08429029,6.034106246,5.542475918,0.0017,0.0102,Medium
WPB8879,blend,52.92,7.77,5.91,4.27,12.33,4.28,41.5844264,18.17121817,2.421695788,1.831062503,0.0226,0.0008,Low
WPB8880,blend,53.86,3.71,4.12,3.84,12.35,4.55,36.16613674,41.30560248,3.857347206,3.479259195,0.0014,0.0032,Low
WPB8881,isolate,73.03,12.67,4.33,3.79,16.41,6.16,75.21237589,4.068042831,5.31365493,5.492076446,0.0036,0.0015,Medium
WPB8882,isolate,52.46,2.6,1.72,3.42,10.86,3.76,36.25865331,12.06220601,3.435761745,3.560382004,0.0031,0.0058,Low
WPB8883,concentrate,90.09,4.19,4.18,4.91,20.42,8.43,86.21555105,5.553410119,8.542432467,8.035008253,0.0005,0.0036,High
WPB8884,concentrate,64.26,1.75,2.87,4.78,13.66,4.79,46.85450644,25.07250074,1.907376696,1.929419613,0.0054,0.0099,Low
WPB8885,concentrate,55.91,0,5.57,4.34,10.61,4.08,43.04601189,38.01279469,1.663475168,3.20524827,0.0074,0.0033,Low
WPB8886,concentrate,90.22,3.9,1.5,4.45,19.18,7.67,94.56813368,7.22641074,7.759755611,9.553611477,0.0216,0.0008,High
WPB8887,isolate,87.48,4.24,2.21,1.96,18.41,6.34,90.18013009,9.789032827,7.653276725,8.445437091,0.0047,0.0004,High
WPB8888,isolate,87.41,2.93,,2.18,21.07,7.21,80.8801446,3.165586997,9.691126062,8.454304626,0.0022,0.0137,High
WPB8889,concentrate,73,0.29,1.79,5.7,18.31,7.11,69.18839641,8.557048594,7.171622079,6.485714062,0.0089,0.0034,Medium
WPB8890,isolate,49.65,9.08,1.75,4.37,10.19,3.68,49.95715449,9.866636978,6.323147757,3.882613553,0.0204,0.0012,Low
WPB8891,isolate,91.71,2.89,2.81,4.52,19.81,7.11,78.38332948,7.443727522,8.337214023,8.061887136,0.0346,0.0052,High
WPB8892,isolate,51.49,3.14,4.82,2.69,11.71,4.54,54.20801365,32.1385523,3.560876062,2.881502296,0.0072,0.0033,Low
WPB8893,isolate,59.28,6.27,4.05,2.5,14.09,5.9,44.94257893,22.24615044,4.033890738,5.601597926,0.0308,0.002,Low
WPB8894,concentrate,85.49,4.75,3.99,4.56,15.1,5.5,91.0008662,8.602040757,10,7.878084291,0.0055,0.0033,High
WPB8895,concentrate,88.14,2.55,4.94,2.49,16.97,6.85,90.05317707,5.435542747,7.620143148,9.060194838,0.0004,0.0031,High
WPB8896,isolate,88,5.81,5.47,5.11,19.42,7.74,92.45319953,5.735738251,7.987822086,8.976092098,0.0082,0.0096,High
WPB8897,blend,85.51,5.82,4.17,4.45,18.78,6.76,94.16266038,3.389566978,7.865434332,8.569141003,0.0203,0.0041,High
WPB8898,concentrate,73.27,1.88,2.6,4.85,14.51,4.99,83.99408662,11.11988997,5.572858644,6.906913371,0.0001,0.0037,Medium
WPB8899,concentrate,69.66,7.03,1.62,3.85,14.58,5.46,79.4957446,13.74763236,5.851839447,8.687406541,0.0323,0.0035,Medium
WPB8900,blend,55.12,3.46,4.07,3.91,12.11,5.03,45.63477911,38.14869863,3.031924951,3.207599585,0.0465,0.0001,Low
WPB8901,concentrate,82.72,9.28,4.74,5.27,20.19,6.86,85.5158342,3.550314526,7.829095275,9.45155808,0.0041,0.0002,High
WPB8902,blend,87.83,8.68,0.56,3.71,19.28,7.47,95.66503067,7.234193975,9.806700228,9.128545694,0.0019,0.0012,High
WPB8903,blend,89.95,7.1,,6.07,19.29,7.28,91.19520404,4.905768283,8.436968777,8.128924034,0.0251,0.0005,High
WPB8904,isolate,54.91,6.22,5.2,2.77,10.44,4.06,31.75984602,21.79087517,1.25637545,2.865437529,0.0117,0.004,Low
WPB8905,concentrate,50.1,3.07,5.81,4.08,11.49,4.43,40.35799637,26.38947402,4.177576074,3.895947444,0.0263,0.0005,Low
WPB8906,blend,50.45,0.6,6.33,2.21,11.67,4.14,41.94053024,28.17415603,2.447523624,2.871513792,0.0066,0.0056,Low
WPB8907,isolate,91.62,0.36,2.83,4.02,16.54,6.53,92.71756468,11.6864237,9.22977189,9.647205489,0.0146,0.0073,High
WPB8908,concentrate,88.47,1.29,1.66,5.01,20.08,7.42,82.59445836,5.04486584,9.49416256,6.970501879,0.0024,0.0003,High
WPB8909,isolate,90.53,8.36,1.04,4.28,17.95,6.37,97.40340888,0,8.119453636,8.664084354,0.0049,0.0109,High
WPB8910,isolate,61.6,6.91,3.24,4.51,11.94,4.37,46.8113337,31.13418899,4.173800823,4.48157451,0.0139,0.0003,Low
WPB8911,blend,72.77,5,1.61,4.74,17.29,6.28,67.78220791,19.83845738,5.849567871,6.983221061,0.0009,0.0037,Medium
WPB8912,concentrate,47.99,5.1,3.31,4.33,11.13,3.99,36.68641542,20.47047305,2.109408959,3.163999232,0.0009,0.0105,Low
WPB8913,isolate,78.23,5.38,6.21,4.46,16.2,5.64,63.02249276,12.60270242,6.357747442,6.814780316,0.0239,0.0003,Medium
WPB8914,blend,70.71,4.58,0.63,3.62,15.06,6.22,68.6126101,7.373099834,5.408630153,5.47299871,0.0028,0.0164,Medium
WPB8915,blend,72.05,7.53,1.95,4.62,15.17,6.37,70.28643495,23.26634169,4.110124004,5.708212233,0.0011,0.0039,Medium
WPB8916,isolate,55.73,7.29,0.81,3.44,11.91,4.69,42.02594343,30.16478207,2.628045239,4.022162134,0.0183,0.0034,Low
WPB8917,isolate,53.24,6.46,3.36,4.66,10.4,4.29,37.50171047,29.75051935,3.776476469,3.231005051,0.0154,0.0012,Low
WPB8918,blend,63.43,3.05,0.33,3.64,14.45,5.46,65.72769618,17.49754465,5.399286915,5.144914683,0.0348,0.0014,Medium
WPB8919,isolate,84.3,3.28,3.36,4.58,14.05,4.91,91.27239126,4.172993004,8.297900713,8.119539116,0.0108,0.0013,High
WPB8920,isolate,80.04,5.35,3.12,4,20.74,8.07,78.18045599,18.29534473,4.788220135,7.015954702,0.0014,0.0055,Medium
WPB8921,concentrate,74.59,2.11,3.28,3.78,15.19,5.27,76.44453573,17.09720947,5.977383458,6.633887137,0.0031,0.0022,Medium
WPB8922,blend,78.66,2.85,3.47,5.83,18.23,6.32,69.76158544,11.37392154,3.876115906,4.330869869,0.007,0.0075,Medium
WPB8923,isolate,85.57,2.25,0.42,3.46,17.09,7.12,92.61498977,5.196325254,8.453154792,8.898560697,0.0075,0.0022,High
WPB8924,blend,69.44,3.08,4.35,4.43,15.97,6.58,73.67125657,18.78804458,6.068742734,3.213946665,0.0008,0.0004,Medium
WPB8925,concentrate,78.61,0.98,6.17,3.65,16.16,6.51,70.91424831,14.33129378,5.800534105,5.05579763,0.0001,0.0014,Medium
WPB8926,blend,91.89,3.55,,4.15,20.2,7.8,87.60245679,7.275441798,9.501861039,8.454690509,0.0142,0.0022,High
WPB8927,blend,85.38,4.38,1.33,4.34,18.61,7.38,92.98174666,5.290986051,9.093222171,9.362074271,0.0059,0.0038,High
WPB8928,blend,80.09,4.87,2.33,4.63,15.47,5.63,66.89106671,16.32228199,6.713608167,3.853395332,0.0052,0.0031,Medium
WPB8929,concentrate,70.12,2.52,5.05,3.11,15.46,5.86,67.06665967,9.65737862,5.793128694,5.315451146,0.0139,0.0045,Medium
WPB8930,concentrate,43.54,8.82,3.8,3.69,8.98,3.61,22.77985891,29.33650152,4.037521479,2.939416538,0.0059,0.0008,Low
WPB8931,blend,77.93,7.2,2.88,5.93,16.67,6.34,76.11236767,16.1594949,6.229259763,5.21724184,0.0008,0.0109,Medium
WPB8932,blend,70.23,3.7,3.75,2.98,17.01,6.98,65.71274134,12.50161927,6.694049714,7.094647853,0.0099,0.0029,Medium
WPB8933,concentrate,84.37,6.77,4.67,4.24,20.16,7.53,80.39308548,8.268756198,8.674296842,8.44834578,0.0144,0.0036,High
WPB8934,isolate,69.06,6.21,0.98,5.93,15.69,5.34,74.04778865,23.06491267,5.418265814,6.069226757,0.0013,0.0001,Medium
WPB8935,concentrate,52.57,6.15,0.16,2.95,10.81,4.23,59.40312965,33.60575522,3.264295351,4.580883712,0.0177,0.0044,Low
WPB8936,blend,43.1,6.86,2.53,3.45,9.41,3.34,52.60572446,10.47643191,6.333656201,2.747090932,0.0089,0.0007,Low
WPB8937,isolate,89.78,4.71,4.06,4.66,21.5,8.02,80.5008331,5.505327547,8.071984504,7.776004335,0.0004,0.0036,High
WPB8938,isolate,77.41,4.51,3.51,3.46,16.53,5.89,68.66238871,7.005265149,6.233134929,5.504275114,0.0032,0.0027,Medium
WPB8939,isolate,58.36,0,7.22,4.04,13.74,5.53,46.86837223,32.20875563,3.286102767,3.315243237,0.0008,0.0025,Low
WPB8940,concentrate,63.45,7.3,0,5.45,13.69,5.42,44.40096665,26.37092769,3.978310417,2.672040451,0.0097,0.016,Low
WPB8941,concentrate,61.8,6.62,1.81,3.55,15.98,6.36,25.48883513,26.68012866,3.660654161,3.63868643,0.0066,0.0028,Low
WPB8942,concentrate,85.28,8.4,1.72,3.23,17.59,6.58,87.91439525,4.595711533,7.408529017,7.547209325,0.0089,0.0021,High
WPB8943,concentrate,90.02,1.15,0,4.82,20.71,8.13,94.90127846,0.608842126,7.230930154,8.734343899,0.0126,0.0045,High
WPB8944,blend,62.78,8.98,5.19,4.81,13.41,4.64,46.42412868,21.41370614,1.783126653,4.254773732,0.0142,0.0029,Low
WPB8945,isolate,60.7,9.49,3.87,2.65,14.49,5.21,54.0737548,29.87811314,1.945834631,3.867741227,0.0178,0.0004,Low
WPB8946,blend,79.45,6.92,1.19,3.18,18.26,6.38,67.06951725,7.007939029,5.733163174,4.724425172,0.0055,0.0064,Medium
WPB8947,concentrate,87.55,6.08,3.19,4.33,19.77,7.92,87.47383425,3.885905504,9.186217041,8.739459431,0.0254,0.0027,High
WPB8948,concentrate,71.76,5.12,4.6,4.86,11.9,4.61,61.74399568,7.811680308,6.475344401,7.902224129,0.0103,0.0017,Medium
WPB8949,blend,53.36,2.65,2.85,3.44,11.66,4.07,56.87926023,18.32612371,5.036254597,5.068068824,0.001,0.0013,Low
WPB8950,isolate,85.9,5.49,3.19,4.31,20.94,8.62,94.96852671,5.447236366,8.226556046,8.779944338,0.0097,0.0015,High
WPB8951,isolate,80.02,6.2,2.66,5.05,21,7.89,72.38693775,16.34483382,6.755720341,4.748971044,0.0213,0.0025,Medium
WPB8952,concentrate,75.93,7.8,0.9,4.33,16.34,6.27,61.77173993,24.29405034,6.822111228,4.999614853,0.0034,0.0032,Medium
WPB8953,concentrate,90.47,9.57,5.38,3.78,18.61,7.02,91.77407948,0,7.363581018,8.174842028,0.0061,0.0047,High
WPB8954,concentrate,67.76,5.28,3.76,2.93,14.07,4.79,66.99581739,6.244388556,4.989238823,5.525877069,0.0031,0.0053,Medium
WPB8955,concentrate,51.87,5.88,4.72,3.78,12.72,5.34,31.11445043,29.44895182,2.08873988,3.429122911,0.0149,0.0038,Low
WPB8956,isolate,69.87,5.37,4.21,4.32,17.17,6.48,60.48953142,16.34214221,6.969474521,7.999855253,0.0424,0.0037,Medium
WPB8957,blend,66.87,10.45,0.56,2.75,15.85,6.34,80.13286175,9.287351159,6.847584854,5.690845142,0.01,0.0008,Medium
WPB8958,isolate,76.5,4.07,3.07,3.33,15.7,6.47,66.03579809,24.13315271,4.679737764,6.850261865,0.0108,0.0072,Medium
WPB8959,blend,69.68,0,3.06,7.07,13.5,5.64,71.77393531,8.020424347,7.20527346,5.456994841,0.0017,0.0002,Medium
WPB8960,concentrate,52.39,4.03,2.37,2.34,11.66,4.7,63.82098058,21.88054071,3.590102775,2.816152348,0.0041,0.0052,Low
WPB8961,concentrate,70.14,7.59,2.35,3.88,16.58,6.28,58.99295061,6.533437419,5.300384877,4.747512951,0.0051,0.006,Medium
WPB8962,blend,72.96,0,4.55,4.47,14.84,6.03,63.78951391,10.09801267,5.51171829,5.141765121,0.0058,0.0047,Medium
WPB8963,concentrate,77.94,5.07,0.82,4.89,18.22,6.92,75.0411898,17.48423027,5.84978944,7.1875775,0.015,0.003,Medium
WPB8964,isolate,85.13,0.99,1.04,4.71,24.01,9.15,95.28010927,2.706049929,7.822760593,8.079118918,0.0167,0.0054,High
WPB8965,concentrate,86.64,6.07,2.57,3.65,19.01,7.22,90.59311744,8.60718272,6.911446771,7.769676301,0.0113,0.0034,High
WPB8966,concentrate,58.7,10.69,2.32,4.87,12.01,4.85,38.89757585,25.04183644,5.836064767,2.525219365,0.0089,0.0064,Low
WPB8967,concentrate,59.77,0.73,4.6,3.97,13.13,5.25,43.09386952,30.9019044,1,3.735838496,0.0176,0.0014,Low
WPB8968,concentrate,52.24,5.93,0,4.09,12.66,4.53,42.15790084,28.8407418,3.298157323,5.006518488,0.0055,0.0075,Low
WPB8969,isolate,76.48,8.14,1.5,3.08,15.83,5.51,71.23265916,16.0946224,5.791531497,7.065937819,0.0088,0.0009,Medium
